,name,youtube_code,namu_code,혐오,행복,중립,슬픔,분노,놀람,공포,총합,혐비,행비,중비,슬비,분비,놀비,공비
622,나이스게임TV,/channel/UCVR8eG4I5Fies8NQFWF-KsA,나이스게임TV,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
623,만취한 오박사 Drunk Oak,/channel/UC0iFX-aClxo7TM6fE8K0duQ,만취한 오박사,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
624,라이너TV,/channel/UCqgRbodod44OjLp9tqpgkPw,라이너(인터넷 방송인),0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
625,항심,/channel/UCX1s-RbSfskDNPnrwH3GvKQ,항심,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
626,주식회사 중계진,/channel/UCNymqCXr3sxL8dnmO_jScuA,이승원(게임 해설가),0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
627,카오,/channel/UCXkY64Z4UW9XEluhplCJafQ,카오(유튜버),0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
628,中譯版今日韓服精華,/channel/UCLrMXBAgIPbOPR0h_6xWVrA,나무위키,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
629,Play with Toy,/channel/UChvR-r6dtgPkXhY4rvPgq2A,배틀토이,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
630,프로즈,/channel/UCww3MeqGQnIatVvEr3pSjhA,프로즈(유튜버),0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
631,ROBLOX 해달선,/channel/UCwqLV5Xndjm4Wztk-c7IMjQ,해달선,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
632,김기열,/channel/UCf8xJL-CznwfW7W2LO3y_EQ,김기열,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
633,사이,/channel/UCqEoc6yuYRg5CFG4NIG8euQ,사이,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
634,닼발DACKBAL,/channel/UCQIx6hvYi2eurTCAum1HNyQ,닼발,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
635,축덕,/channel/UCj1Q64mwSIbGSJXZjhuAnLQ,축덕,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
636,Polypuff,/channel/UC0aFOAetT4Hur0qmOnmmbBA,,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
637,정윤종,/channel/UCGyIKWpa4cbKJQIc2hNmVJA,정윤종,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
638,코태(Kotae),/channel/UCJFkH0p-M4_WEaHvLqWnkIg,,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
639,LinkTrader,/channel/UC8JzTlzwWkbyQuXaYDb00nA,,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
640,눈가루,/channel/UCAXuZuWLv9oLq6SEXnOppNA,눈가루TV,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
183,TheRankings,/channel/UCv0Fm-Ge7D_zmN9Gw9x2cMA,비트코인,0,2,16,0,1,20,1,40,0,5,40,0,2.5,50,2.5
360,라더,/channel/UCDujSmC7qoEp89PE4ANN0vA,라더,0,5,2,2,1,7,3,20,0,25,10,10,5,35,15
356,Rush,/channel/UCkV_ZgwCFlAvUIu4k0UBBaQ,이윤재(프로게이머),2,9,11,3,5,18,4,52,3.846153846,17.30769231,21.15384615,5.769230769,9.615384615,34.61538462,7.692307692
307,훈토이TV,/channel/UC3ihyjIvubiIAieg8SlmtIQ,훈토이TV,12,58,50,10,6,77,17,230,5.217391304,25.2173913,21.73913043,4.347826087,2.608695652,33.47826087,7.391304348
278,깝도이,/channel/UCqVkQsNin4MdGFrWvzFVOKw,깝도이,3,9,5,1,0,10,2,30,10,30,16.66666667,3.333333333,0,33.33333333,6.666666667
98,Today on the Korean Server,/channel/UC65ZDJCYI1dwzj48XIeuOBA,서버,4,1,30,0,1,20,4,60,6.666666667,1.666666667,50,0,1.666666667,33.33333333,6.666666667
230,동수칸TV,/channel/UCVJT18d9wSCnDUdnJ9ycO7Q,한동숙,2,16,11,0,0,14,1,44,4.545454545,36.36363636,25,0,0,31.81818182,2.272727273
322,EFFECT,/channel/UCcc3YwvoDF3LqfGZPZmCyhg,황현(인터넷 방송인),18,89,54,23,11,100,20,315,5.714285714,28.25396825,17.14285714,7.301587302,3.492063492,31.74603175,6.349206349
152,하창봉,/channel/UCilYpdgaNbW8x8_E83vomNw,하창봉,7,20,12,9,0,25,9,82,8.536585366,24.3902439,14.63414634,10.97560976,0,30.48780488,10.97560976
238,웁tv,/channel/UCnCFD3met1Ip7OngdF9TRDg,웁,5,28,12,3,6,26,6,86,5.813953488,32.55813953,13.95348837,3.488372093,6.976744186,30.23255814,6.976744186
193,Project LOL,/channel/UC5WxymH7e2H_SGjJyvTb-iA,프로젝트(리그 오브 레전드),19,63,45,13,9,72,19,240,7.916666667,26.25,18.75,5.416666667,3.75,30,7.916666667
228,아구 TV,/channel/UCAGUSx1hbPKDqzBZH7bTjiA,아구(인터넷 방송인),21,42,28,8,13,51,12,175,12,24,16,4.571428571,7.428571429,29.14285714,6.857142857
1,Xbox,/channel/UCjBp_7RuDBUYbd1LegWEJ8g,Xbox,22,17,321,0,57,185,42,644,3.416149068,2.639751553,49.8447205,0,8.850931677,28.72670807,6.52173913
68,Partition Zion,/channel/UCn_9mH91rLWez9SZ6AdjfYg,Partition Zion,47,35,337,7,49,225,87,787,5.972045743,4.447268107,42.82083863,0.889453621,6.226175349,28.58958069,11.05463787
270,힘쎈너구리,/channel/UCADf92tisOOh90hrZee4-LA,힘쎈너구리,78,227,138,41,26,225,62,797,9.786700125,28.48180678,17.31493099,5.144291092,3.262233375,28.23086575,7.779171895
248,홍개,/channel/UCDkQMlfo7GvgvnrkPawW9tg,홍개,17,57,38,9,8,57,16,202,8.415841584,28.21782178,18.81188119,4.455445545,3.96039604,28.21782178,7.920792079
365,쉐리,/channel/UClDbuB3bgZYVIaN3534c_ew,쉐리(인터넷 방송인),3,20,17,3,5,20,3,71,4.225352113,28.16901408,23.94366197,4.225352113,7.042253521,28.16901408,4.225352113
348,Revinen,/channel/UCVszhXaoqB7Ekx1coEU6PzA,Revinen,5,10,65,3,8,40,11,142,3.521126761,7.042253521,45.77464789,2.112676056,5.633802817,28.16901408,7.746478873
49,Cowsep,/channel/UCgzC7SsCYSfGrVWoHQS5W8A,Cowsep,35,38,231,2,20,138,28,492,7.113821138,7.723577236,46.95121951,0.406504065,4.06504065,28.04878049,5.691056911
145,Core-A Gaming,/channel/UCT7njg__VOy3n-SvXemDHvg,Burning Core,62,45,342,3,34,196,28,710,8.732394366,6.338028169,48.16901408,0.422535211,4.788732394,27.6056338,3.943661972
276,왈도쿤,/channel/UC-S8JFhLkQ5enhB70c2CYIw,왈도쿤,77,224,177,53,25,235,66,857,8.984830805,26.13768961,20.65344224,6.184364061,2.917152859,27.42123687,7.701283547
355,[KongAlTube]콩알튜브,/channel/UCDqkO1FZXchBTGtsm7uO8jw,보람튜브,11,86,64,20,8,82,34,305,3.606557377,28.19672131,20.98360656,6.557377049,2.62295082,26.8852459,11.14754098
232,심즈 아무나AMUNA,/channel/UCKQm9pMIE5ti11h_m6NEHpw,심즈 아무나,10,44,45,6,2,43,10,160,6.25,27.5,28.125,3.75,1.25,26.875,6.25
210,ZealsAmbitions,/channel/UCpDcj6E73QeFkmqk7gH5wxA,,9,8,78,1,10,44,14,164,5.487804878,4.87804878,47.56097561,0.609756098,6.097560976,26.82926829,8.536585366
291,Draw Anything Animations,/channel/UC_ZYBT7vZOSyoyfeQraKCOw,Art's Animations,26,32,116,2,15,78,24,293,8.873720137,10.92150171,39.59044369,0.682593857,5.119453925,26.62116041,8.19112628
374,코렛트YouTube,/channel/UCvmHDocKuL6MVx1qRgqLV9g,코렛트(인터넷 방송인),19,50,29,2,6,43,13,162,11.72839506,30.86419753,17.90123457,1.234567901,3.703703704,26.54320988,8.024691358
173,GH'S,/channel/UCdrBnBNLsN4_cH32HWbr9qg,GH,13,46,34,4,5,39,6,147,8.843537415,31.29251701,23.1292517,2.721088435,3.401360544,26.53061224,4.081632653
231,BRUSH,/channel/UCRqcPtAY2IrOjjOPt2TbYVQ,펄렁붓,5,47,37,24,10,51,19,193,2.590673575,24.35233161,19.17098446,12.43523316,5.18134715,26.42487047,9.844559585
330,코브,/channel/UCqFt6raBlXK-qJCWsTKW62A,코브(유튜버),29,51,56,5,4,61,28,234,12.39316239,21.79487179,23.93162393,2.136752137,1.709401709,26.06837607,11.96581197
223,[ALTUBE] 김성현TV,/channel/UCOTJtP0Z9DjpPU43B5m1V6A,김성현(프로게이머),21,53,47,7,4,52,16,200,10.5,26.5,23.5,3.5,2,26,8
288,우왁굳의 풀업로두,/channel/UCzh4yY8rl38knH33XpNqXbQ,왁카데미,17,44,9,3,5,31,11,120,14.16666667,36.66666667,7.5,2.5,4.166666667,25.83333333,9.166666667
109,닥터파이어,/channel/UCUsrcN6Vtqr05ibbow_rnBw,닥터파이어,58,300,142,59,21,215,39,834,6.954436451,35.97122302,17.0263789,7.074340528,2.517985612,25.7793765,4.676258993
48,김왼팔,/channel/UCPI40-XQA9-GBGj2k8PPqfg,김왼팔,102,285,148,38,26,236,83,918,11.11111111,31.04575163,16.12200436,4.139433551,2.832244009,25.708061,9.041394336
211,플레임TV,/channel/UCDLDbittWhk2KXvaCT0YpZQ,플레임TV,11,62,43,9,5,56,32,218,5.04587156,28.44036697,19.72477064,4.128440367,2.293577982,25.68807339,14.67889908
39,머독방송,/channel/UC-Zedn7a_RJyb5hUQ-aGZog,머독(인터넷 방송인),64,167,139,6,23,150,41,590,10.84745763,28.30508475,23.55932203,1.016949153,3.898305085,25.42372881,6.949152542
264,김용녀,/channel/UCXmdpmRnf5WKMssvByY2Elg,김용녀,20,130,62,16,10,91,30,359,5.571030641,36.21169916,17.27019499,4.456824513,2.78551532,25.34818942,8.356545961
192,에렌디라,/channel/UC6xWZn2suKPqAQkidOiMeHg,에렌디라,2,9,2,0,1,5,1,20,10,45,10,0,5,25,5
175,김진솔,/channel/UC2qm7lVDDnGuvNj6D9jHFkA,김진솔(인터넷 방송인),10,21,17,5,8,22,6,89,11.23595506,23.59550562,19.1011236,5.617977528,8.988764045,24.71910112,6.741573034
227,브롤스타즈,/channel/UClJspSpzADMROqOW9HLHaoA,브롤스타즈,1,34,19,3,2,20,2,81,1.234567901,41.97530864,23.45679012,3.703703704,2.469135802,24.69135802,2.469135802
290,소맥거핀,/channel/UCaaZFxjlHI3T_I-uFbldIGA,소맥거핀,10,27,36,9,4,31,9,126,7.936507937,21.42857143,28.57142857,7.142857143,3.174603175,24.6031746,7.142857143
32,makeUmove,/channel/UCc0_4m8a-YtBHEcYwjEnbxw,맥큐뭅,41,128,267,14,41,174,45,710,5.774647887,18.02816901,37.6056338,1.971830986,5.774647887,24.50704225,6.338028169
169,청원이,/channel/UCCs1YZHxUTIbLZd-xrvvMCw,청원이,17,33,64,13,4,49,20,200,8.5,16.5,32,6.5,2,24.5,10
226,JINTUBE,/channel/UCi66uG_I878tcnbIhN7KRcg,,14,30,74,3,8,44,7,180,7.777777778,16.66666667,41.11111111,1.666666667,4.444444444,24.44444444,3.888888889
375,최군TV [무삭제 풀영상],/channel/UCwGeidQWKEMdFIujQrz37qw,최군,6,39,13,2,3,21,2,86,6.976744186,45.34883721,15.11627907,2.325581395,3.488372093,24.41860465,2.325581395
275,브론즈연합회,/channel/UC-39bqpwYeoyvm2qHfAhHiA,브론즈연합회,68,387,104,25,32,218,59,893,7.614781635,43.33706607,11.64613662,2.799552072,3.583426652,24.41209406,6.606942889
379,홀릿 Youtube Holit,/channel/UCoH2pCzAr6zWDG-LtUiLWRw,홀릿(유튜버),23,64,56,16,6,61,24,250,9.2,25.6,22.4,6.4,2.4,24.4,9.6
12,뜨뜨뜨뜨,/channel/UCHxKSivB6JLZ1SEMdxd1fAg,뜨뜨뜨뜨,79,193,99,26,20,143,28,588,13.43537415,32.82312925,16.83673469,4.421768707,3.401360544,24.31972789,4.761904762
344,온다람,/channel/UC3LNd5iXQZ8WinaOpfwXveA,온다람,16,47,30,14,7,43,20,177,9.039548023,26.55367232,16.94915254,7.90960452,3.95480226,24.29378531,11.29943503
394,장파Jang Pa,/channel/UC8vlKcN5OpklBkb-Q2xGGjA,장파(인터넷 방송인),8,55,37,4,2,36,7,149,5.369127517,36.91275168,24.83221477,2.684563758,1.342281879,24.16107383,4.697986577
305,로빈,/channel/UCo33r3SAf5z9MS-lrXV2aOQ,로빈,8,67,40,10,4,43,6,178,4.494382022,37.64044944,22.47191011,5.617977528,2.247191011,24.15730337,3.370786517
332,순당무,/channel/UCZW0yRW2HK7_fzgL9HQu9ZA,순당무,25,52,27,6,10,43,15,178,14.04494382,29.21348315,15.16853933,3.370786517,5.617977528,24.15730337,8.426966292
321,살인마협회장,/channel/UCgWwo8FJL3MCxfd66ip7nFg,살인마협회장,22,34,21,11,8,35,14,145,15.17241379,23.44827586,14.48275862,7.586206897,5.517241379,24.13793103,9.655172414
19,테스터훈 TesterHoon,/channel/UCUbOogiD-4PKDqaJfSOTC0g,테스터훈,30,199,84,11,10,112,19,465,6.451612903,42.79569892,18.06451613,2.365591398,2.150537634,24.08602151,4.086021505
313,리타유튜브,/channel/UCzMAqDi4M4CrwMSi_EnnV4g,리타(인터넷 방송인),20,113,45,9,6,66,16,275,7.272727273,41.09090909,16.36363636,3.272727273,2.181818182,24,5.818181818
153,Summoners War Esports,/channel/UCy5CDpZBPxd9O20BnIt8YWg,서머너즈 워 : 천공의 아레나,3,4,8,2,0,6,2,25,12,16,32,8,0,24,8
312,Bang,/channel/UCnDcpS7XLQ9KFPqULb9TH8g,배준식,11,76,38,17,3,47,4,196,5.612244898,38.7755102,19.3877551,8.673469388,1.530612245,23.97959184,2.040816327
250,Wall Su,/channel/UC5ScPjbt-a97AJO7SBj6nAg,Wall Su,16,24,41,11,2,34,15,143,11.18881119,16.78321678,28.67132867,7.692307692,1.398601399,23.77622378,10.48951049
37,연다,/channel/UCZcD2iYy55-SkEbv3tcMZrg,연다,57,252,133,44,17,181,78,762,7.480314961,33.07086614,17.45406824,5.774278215,2.230971129,23.75328084,10.23622047
362,Rope로페,/channel/UCAtwdcmAFuTeK_nQ-wxGW0w,로페,12,76,74,8,20,64,16,270,4.444444444,28.14814815,27.40740741,2.962962963,7.407407407,23.7037037,5.925925926
213,GOIS,/channel/UCEIzrF00OYA8B-WqAN5vUmg,GOIS,14,16,133,3,14,61,17,258,5.426356589,6.201550388,51.5503876,1.162790698,5.426356589,23.64341085,6.589147287
366,노란 단무지,/channel/UCLGFyHp-wUhKrmNJBWZg75A,노란 단무지,18,40,35,8,6,39,19,165,10.90909091,24.24242424,21.21212121,4.848484848,3.636363636,23.63636364,11.51515152
247,류으미,/channel/UCNeHPUKNUBmBMZy_rzHPzSw,류으미,18,46,45,4,5,43,21,182,9.89010989,25.27472527,24.72527473,2.197802198,2.747252747,23.62637363,11.53846154
300,엔마유튜브,/channel/UCF-rFAdN7dzd-SI2T3rkCaQ,엔마,29,89,75,6,13,70,15,297,9.764309764,29.96632997,25.25252525,2.02020202,4.377104377,23.56902357,5.050505051
240,TV블루위키,/channel/UCQreDC73rqiw1wSc_ZYwgHA,블루위키,29,88,105,16,6,84,29,357,8.1232493,24.64985994,29.41176471,4.481792717,1.680672269,23.52941176,8.1232493
15,T1 Faker,/channel/UCpJw2H9KKqwCCGQKRh1Bf2w,이상혁,48,259,110,24,14,149,30,634,7.570977918,40.85173502,17.35015773,3.785488959,2.208201893,23.50157729,4.731861199
147,TEAM UNIVERSE,/channel/UCDRtZhASdfRnyhae7s-UemA,TEAM UNIVERSE,61,300,160,39,22,196,57,835,7.305389222,35.92814371,19.16167665,4.670658683,2.634730539,23.47305389,6.826347305
254,도현,/channel/UC-Pn1i_ot4qmG4l7wMZPvyw,도현,34,64,37,15,8,53,15,226,15.04424779,28.31858407,16.37168142,6.637168142,3.539823009,23.45132743,6.637168142
202,준등,/channel/UCcgCkpS7T7yXztF30hzy8DQ,준등,5,25,15,2,2,15,0,64,7.8125,39.0625,23.4375,3.125,3.125,23.4375,0
329,해르시,/channel/UCwMzCpU05utIvYP7-tm08fA,해르시,19,84,57,10,6,56,7,239,7.949790795,35.14644351,23.84937238,4.184100418,2.510460251,23.43096234,2.928870293
241,녹두로 월드,/channel/UC9vz3TBChrJmYbzUo-rqfSg,녹두로,27,69,47,12,2,52,13,222,12.16216216,31.08108108,21.17117117,5.405405405,0.900900901,23.42342342,5.855855856
235,이초홍,/channel/UC-jHB5e-6LF-yz0kMCTZWdg,이초홍,12,56,25,4,4,33,7,141,8.510638298,39.71631206,17.73049645,2.836879433,2.836879433,23.40425532,4.964539007
151,미라클TV,/channel/UCLHwMFguUxHVSk91vzicEJw,미라클(인터넷 방송인),21,133,42,9,3,70,22,300,7,44.33333333,14,3,1,23.33333333,7.333333333
53,문호준,/channel/UCeivPjjK9-cdj8-gw4-7JRg,문호준,72,218,172,35,23,171,43,734,9.809264305,29.70027248,23.43324251,4.768392371,3.133514986,23.29700272,5.858310627
106,탬탬버린,/channel/UCCA8UWUW80iHqK9ymdjRwPg,탬탬버린,46,143,101,20,10,115,59,494,9.311740891,28.94736842,20.44534413,4.048582996,2.024291498,23.27935223,11.94331984
57,GCL 지씨엘,/channel/UCLuDznROytXtnMSDwo5aGJQ,GCL 지씨엘,56,163,118,25,15,131,55,563,9.946714032,28.95204263,20.95914742,4.440497336,2.664298401,23.26820604,9.769094139
135,튜브김민교,/channel/UCBA9XaL5wCdHnC5EmEzwrqw,김민교(인터넷 방송인),97,257,212,35,36,212,63,912,10.63596491,28.17982456,23.24561404,3.837719298,3.947368421,23.24561404,6.907894737
295,알짜,/channel/UC9Qsk7A_dVWZc6l1FRS8amQ,알짜,2,49,17,6,3,25,6,108,1.851851852,45.37037037,15.74074074,5.555555556,2.777777778,23.14814815,5.555555556
95,루태TV,/channel/UCzPLwuw2vJgxtEQk2nM4TVg,루태,23,75,57,8,6,57,21,247,9.311740891,30.36437247,23.07692308,3.238866397,2.429149798,23.07692308,8.502024291
249,신해조,/channel/UCiCNc3uj8Bnc9bDzHJS058Q,신해조,16,37,34,10,9,33,4,143,11.18881119,25.87412587,23.77622378,6.993006993,6.293706294,23.07692308,2.797202797
304,마인의 비하인드,/channel/UCzbLTaNlODXhvobAcTs4XRQ,마인의 비하인드,30,64,67,28,4,66,27,286,10.48951049,22.37762238,23.42657343,9.79020979,1.398601399,23.07692308,9.440559441
255,랑말TV,/channel/UCc_7XbnN1bTFMhquCKt3ngA,중화TV,4,11,36,0,4,18,5,78,5.128205128,14.1025641,46.15384615,0,5.128205128,23.07692308,6.41025641
314,강한달,/channel/UCIqg17JWrhmYT--KZbHk3HA,강한달,64,61,49,16,19,68,18,295,21.69491525,20.6779661,16.61016949,5.423728814,6.440677966,23.05084746,6.101694915
142,롤박사 해도리,/channel/UCCMQyaKDjQJY79VimTdaYYQ,롤박사 해도리,85,190,146,15,32,155,50,673,12.63001486,28.23179792,21.69390788,2.228826152,4.754829123,23.03120357,7.429420505
258,쌀튜브 Thal YouTube,/channel/UCoYFo-lRD3pchMUtsBcEbOA,박권혁,54,113,114,22,26,106,26,461,11.71366594,24.51193059,24.72885033,4.772234273,5.639913232,22.99349241,5.639913232
72,GreatMoonAroma 대월향,/channel/UCWL_9MaaMy8ObTDPmVHemjA,대월향,82,179,284,18,34,197,63,857,9.568261377,20.88681447,33.13885648,2.100350058,3.967327888,22.98716453,7.351225204
