,Channel_ID,probit
296,/channel/UCMoQZs-z0PECNIs-b8CHOag,0.0
298,/channel/UC9aEa6zVK12OZaWyTIPX9jw,0.1125
299,/channel/UC9-B--tzbvBUMVkGVyCTaIQ,0.0
301,/channel/UCF7IBIvHZ2be4Ufo8i0uHBw,0.0
302,/channel/UC9otskL_kd-0CDib_5Lj-mQ,0.0002
303,/channel/UCCW6uYIUP4YKKe50k-ktVAw,0.0919
306,/channel/UCeVVzlUnjNMFy_DVTZqZ5ZA,0.0
307,/channel/UC3ihyjIvubiIAieg8SlmtIQ,0.9985
308,/channel/UC9vI-9WYQLXKI6n9XdXXo3g,0.0
309,/channel/UCD8maIontXDHmsewDbyMXDw,0.0
310,/channel/UC141BuVRzSSXJX33Am9yxEA,0.0
311,/channel/UCS3_H_feQRm4QbXipKTvSrw,0.3525
312,/channel/UCnDcpS7XLQ9KFPqULb9TH8g,0.0
313,/channel/UCzMAqDi4M4CrwMSi_EnnV4g,0.1954
314,/channel/UCIqg17JWrhmYT--KZbHk3HA,0.0
316,/channel/UCIA_jLpi8Tp2YM8ZTe4nD5A,0.0
317,/channel/UC6t1NCFKCiBUuIbM3ujRRPQ,0.0001
318,/channel/UCozuuEEitjQXtCzubNO0BGA,0.0003
320,/channel/UCXOLqHsi_mxJdTIqU7B6OmQ,0.0
321,/channel/UCgWwo8FJL3MCxfd66ip7nFg,0.2477
322,/channel/UCcc3YwvoDF3LqfGZPZmCyhg,0.0
326,/channel/UCMJhnmKJ6xwRIFL1ZFb9QrA,0.1111
328,/channel/UC_Cprc-ruVm1GS0yPvqy14w,0.8356
329,/channel/UCwMzCpU05utIvYP7-tm08fA,0.6661
330,/channel/UCqFt6raBlXK-qJCWsTKW62A,0.0001
332,/channel/UCZW0yRW2HK7_fzgL9HQu9ZA,0.0
333,/channel/UCZZEgBpbLP0ILVc4nGg39-w,0.0008
334,/channel/UCZ6IM7_T-bCmr_7DgAKjYxg,0.0002
335,/channel/UCFM_07Mxv6CglREk8qdkPaw,0.002
336,/channel/UCH29Gz8a6veRLqUxzjBXHrQ,0.0
338,/channel/UCpfY3rf_vaW6UQ2hGlqGhIQ,0.0004
340,/channel/UCWOPxkftlmCstC5drb9VM_A,0.3331
341,/channel/UCBa9U1nh3fe2lBx3a0R0Skg,0.0002
343,/channel/UCs0P4GrXEumyYn-d8ASrGlA,0.0
346,/channel/UCpXnb06Y0uc6ewEf3WL4wDQ,0.0001
348,/channel/UCVszhXaoqB7Ekx1coEU6PzA,0.0
349,/channel/UCbHN1sTuPySKpnqKSp0JHRQ,0.0058
350,/channel/UC8C0Yd20ke5XqOiZvMVgM9w,0.186
351,/channel/UC0Zl_lyMoTbroBSNv7SpGuQ,0.0001
352,/channel/UCcwEXGl8tRJTJ78WBPa7dUA,0.0
353,/channel/UCOY3LbxXxCd8SykBvcVJlzg,0.0
354,/channel/UCYJ0Ucu9jPX5kn6SeDcNaIQ,0.0
355,/channel/UCDqkO1FZXchBTGtsm7uO8jw,0.0354
359,/channel/UCD8r5Jgns2V64-NcUmXclpg,0.0
363,/channel/UCcL8PoeJCC6DwAcKyzw_eQg,0.458
364,/channel/UCd4vEfDwg_kzVI-9Eq8sPHA,0.0001
365,/channel/UClDbuB3bgZYVIaN3534c_ew,0.118
367,/channel/UCJpAwvQaZyCI5spAz7tipGA,0.6558
368,/channel/UCpVLAetJt6_XjktxxhDUY2w,0.0058
369,/channel/UCSgvQDek_7CQj08fu7kp1Iw,0.0072
370,/channel/UCqONn4EbAYzIVEGAoQxmZUA,0.0
371,/channel/UC2b9TmgJ-jZt8ZAKF4DwIWg,0.0002
374,/channel/UCvmHDocKuL6MVx1qRgqLV9g,0.0
375,/channel/UCwGeidQWKEMdFIujQrz37qw,0.0011
376,/channel/UCybKp0O2N9sUZOgIm1j2r_w,0.0001
377,/channel/UCUEX0L7GHPs95m8S7G6kWVA,0.0
378,/channel/UCtt0Hg9MhraTkzWwNQpplHg,0.0001
383,/channel/UCw2zOqd6hXsny79qDki_Z4w,0.0273
384,/channel/UCgEo04TieA9BEmiDOhYQUGw,0.3618
389,/channel/UCkcaRxpTcisadUeCbHOYTFw,0.4999
390,/channel/UC9iXc6HmaGygDiTj5OaNqNg,0.0006
391,/channel/UCH-5Xjx6MuEySkb-lAdIEeg,0.0002
392,/channel/UCVjAW_GXsPAbXKKEJYPBs0g,0.0
393,/channel/UCN8nXvaYJSqeD0wlwsVq2kQ,0.0
394,/channel/UC8vlKcN5OpklBkb-Q2xGGjA,0.0008
396,/channel/UCL9oC0YZRwuyudZqUrgKw9w,0.1169
398,/channel/UCQOL6_MBCFXr3M9OTmwl9pg,0.1461
399,/channel/UCSCogaMMoxrDe43Cx_kB9cQ,0.0007
401,/channel/UCnPJ_Jcl-dwFuGgqhavB8oA,0.4411
402,/channel/UCzlnXVYyIG38fUrMBGOpc3w,0.2347
403,/channel/UCRTRG3sr8my7ONpSQNruU2A,0.0003
405,/channel/UCCWHOI_Xth7mINE98Nprz6A,0.0001
407,/channel/UCeq0Nrch5KY3VrZyn_BB32g,0.0
408,/channel/UCOp9K7CjksKsve6CkNPzUWg,0.0
409,/channel/UCouZRGq24QaCvFlslu9uD9w,0.0128
410,/channel/UCSsdK8cdN9hn3FS0mTf8iFA,0.0002
411,/channel/UCInT34AJQaNyQ1V1PTEpv7w,0.0063
412,/channel/UCXM-GWvgXxj8V_Q_o1B4zyQ,0.0026
413,/channel/UC1FK8EsrPHHVOvrDvctqpbQ,0.9993
414,/channel/UCjZy8afeI-58sPLgJIOmecg,0.4998
415,/channel/UCIBoeAMqlic3emU6_crV9Vw,0.0001
417,/channel/UCZgI5WTYh_1LWNexiHNH7QQ,0.1001
419,/channel/UCvjevfcEcO4JXSe3SgMYbGA,0.0001
420,/channel/UCvG7coejM6UD_rOnuDdIoFw,0.0
422,/channel/UC7g2JNSc0SefzMTyc--Nn4w,0.0
423,/channel/UC4pIb-g1hjtWK6T98UqeQkQ,0.0043
424,/channel/UCmu_ekYHVR0vjmpyQZp8YwA,0.0044
425,/channel/UCZcyI32yv57Zz0Y8-Nr1V9A,0.4954
426,/channel/UC0iAObTgKlFipjqApv0nJlw,0.0007
428,/channel/UClcACsSYAi97Ka_QxX72JAA,0.001
430,/channel/UC1eIASyCXzaeOuBbGOubI9g,0.3332
432,/channel/UCQePzo3_oRB-6RAzBioc6pg,0.0096
435,/channel/UCn8P2mOrwb7BNMRviAFg6DQ,0.6419
436,/channel/UCb7DiMpyCaKjMM04Eo2qyfw,0.0001
438,/channel/UCixaWz4xXA_mJg8UhOZ6hkQ,0.0001
440,/channel/UC2z7Vj0qpcjIsAEHwOE1-NA,0.0475
442,/channel/UCFRDmLQJItqvkfFFfuTGGVg,0.0079
445,/channel/UCz1lALRICSdUzHRjJVVo9NQ,0.0018
447,/channel/UCJ9Mk-2MwdoS_zMKgkdVUNw,0.0
448,/channel/UCNKam43W5s-LfRMKcd9Jg5Q,0.0697
449,/channel/UCFIUgqzzNjCvarzIqCE89cA,0.0
451,/channel/UCQLfdihF1WwbuVcgJq6x6Iw,0.2492
452,/channel/UC4gnNZCL8d6Eq2lLNqk5aSg,0.4999
455,/channel/UCEOoYEH7uLJ0Ux566Hy3XmQ,0.0
456,/channel/UCeHFCfPMbmQUuypVtXrpnTw,0.0
457,/channel/UCiAK_U-vD5zcL8Bh9sberCw,0.8822
458,/channel/UC2_VPutZK0o_tG8ca_QrQRA,0.0001
459,/channel/UC-97DBrSjf37Qu1cyVQ8X1A,0.0
460,/channel/UCDbOXmGL7EkmOcnUb5Kki4A,0.0
461,/channel/UCMo4MnhHhSDkiUIXS6dytTQ,0.9864
462,/channel/UCLWXraxoi58otTHcWa9LZhQ,0.0
463,/channel/UCde-B1KjFgIb9WGsSdT5wqQ,0.0
464,/channel/UCPuQ0kaW-TX_2LgrEEUl7qQ,0.0002
465,/channel/UC7uEw7E1-NBpJwE5L2Amoyg,0.8789
467,/channel/UCLXSj8Q2mnL2XbBgRdTPiMQ,0.7443
468,/channel/UCHzre37UF4o64HRhp-7CDzQ,0.2221
469,/channel/UCxM_h0LDzNU0XVD8YWCb17A,0.0012
470,/channel/UC0hI0RUHrjCCskDMnMBnzFQ,0.0
471,/channel/UCZQvXBMUT7ZMM5i9w9ZFp_Q,0.0
472,/channel/UCtsaNMRUmgwxMSb7xdpzALA,0.0001
473,/channel/UCEn8UcA-PNu5ZKr6tZdJ4Kw,0.0002
475,/channel/UC9V4iFRjgNUaPRPgvSgSlxA,0.0002
476,/channel/UCcjFBc6EZ76yJarqU1AYuhA,0.0036
478,/channel/UCs2QSZ8p8OjLUWUllNTpPZA,0.0001
480,/channel/UCIwrzpUgafk5ZD14BaSVdGQ,0.1734
482,/channel/UC6k_2mRnYn8b-W-pKtBy85w,0.0001
483,/channel/UCvlZOzv_B0GD9VLqdsGWfcQ,0.4809
484,/channel/UCnhZk0ebU5fm9oazpCtc_Sg,0.0005
485,/channel/UCnCeDIkExSpULGqmpj5oafg,0.9996
486,/channel/UCUKBryOxBtW7l9IRFfTyCXw,0.5022
489,/channel/UCLFaCqu7-o7NGqn_-uyKPBQ,0.0002
490,/channel/UCPPuXI31ybWYB560T2uAeMg,0.0001
491,/channel/UCsMjo3TqAQueM3LFWlsKnhw,0.0001
492,/channel/UCAhmOb9JWkI2HV_KIe9X_3A,0.0001
493,/channel/UCyJgLaAwEwGiLTl9ccd2haw,0.0
494,/channel/UC-Kk2qNHBsyyYy8kIIKMh8Q,0.0
495,/channel/UCs5Qp6yaCnsUGwqegqTEPKQ,0.0
496,/channel/UC58e7PIf49oMlDljMFPSy0w,0.1205
497,/channel/UClA2xudL_XKm5HLY9yP8wyg,0.0003
499,/channel/UCLdxLyuNHafN-1UlOs2BK8A,0.4999
500,/channel/UCRCK5FCJtomQT3b88jXI_DA,0.0007
501,/channel/UCVes_P0Cc87L48_KvdyNX9w,0.0465
502,/channel/UCKr3S2aX4SyNkQTY-8UM86A,0.0
504,/channel/UC2IYsRiATGe71sLIOlSXGuw,0.0001
505,/channel/UCNday6XUUjYBs0fmjAmYTcg,0.0
506,/channel/UCC1aXzKxN1P3WcpTh84-1OQ,0.0
508,/channel/UCHvz6pwNdtkhukP6oPOOnQg,0.1289
513,/channel/UC1dHu9GhbHH7RcHKyJdaOvA,0.0001
516,/channel/UCugJ9oXLc7a_6B0yyCHdpSA,0.0
517,/channel/UCAm0pQmaq6dTcH2-qL6RQjQ,0.0001
519,/channel/UCMswODzU1ZjjrLyUk7NfwPA,0.2496
520,/channel/UCDrdTV9TcDx9-znGQAy6lzQ,0.0002
521,/channel/UC9nWnAJQDNBkJ_JlbKS-7VA,0.0002
523,/channel/UCdF0eCyf5np3lPO4y1fJVdw,0.0
524,/channel/UCWMK0idJDBqwpueUiEXStCQ,0.0005
525,/channel/UCT2iciPfSx1DmcYaf1MAFiA,0.0
526,/channel/UCbiqc9mdIz3XEH6LG5nCeMg,0.3307
527,/channel/UCfiarPVYi8ei4vZntToFYGg,0.0004
531,/channel/UCz7gPLMK3PAXBTIEavZIXEg,0.0001
532,/channel/UC6jny3KnjnPLtSWYbrTqAtA,0.0001
533,/channel/UCYG8tuvbQzWsDeoADyJFU8Q,0.0006
535,/channel/UCcfuatJAWBygJ5Y3uPxTZsg,0.0002
536,/channel/UCRZURXN2vyCYzB9eYbSKQiw,0.0
540,/channel/UC4ZsaUtdPtivLNNI5kozlDQ,0.0
542,/channel/UCw7FqLmYfW-nAVhEd_grcZg,0.0
544,/channel/UCqbx_XBQEA80FHsnLQOKXrw,0.0
545,/channel/UC5LL5w510Njr8heGeue1sEA,0.0017
547,/channel/UChGrYmp0PTFef-XOjueNH6w,0.0001
549,/channel/UCkQWAIUktzea2l8xT1GyVSg,0.0935
550,/channel/UC4i0dvptG3PokPjMx6r1zNQ,0.0
551,/channel/UCYaFxuv97e0qSx1MU9FvhGg,0.0
552,/channel/UCGHtLohOnwNBhuJnPTjNo8g,0.2522
553,/channel/UC4pUn2_URkvOvObfNcyvRzw,0.0109
554,/channel/UCZo3yJ0wjksu7AZAjPMCgbA,0.0001
555,/channel/UCweizAaKFQrSEYnleVOZqTA,0.0
556,/channel/UCFBGBsvOMA2gbxmnxgotsmw,0.0286
557,/channel/UCdZGwKwvi_i5BLvFzCj4FXw,0.001
558,/channel/UCRMX7IWlG7Hqna2gDhGan_g,0.0
559,/channel/UCQPPzb7y4aJz6VV1F3v066g,0.0001
560,/channel/UCG8FY3eGM47TVmv8x5ZhA7A,0.0022
562,/channel/UCzoX_XRk4Pd5thE2k59c2pw,0.0001
565,/channel/UCgmQJAJuiddthVUfJmWxltA,0.0
566,/channel/UCyGe1k6hJ-t7ZlYfYSmPdag,0.0
567,/channel/UC7xJ1J2TD7JwYlyL4RkBWmw,0.0
569,/channel/UCoIoRtXGGPCaOE0qQHKXjvw,0.0
570,/channel/UC2HEQnILETT1x7V9iW3H1Kw,0.2233
572,/channel/UClWPSY-fuGOIldrlUTqoEag,0.0001
574,/channel/UCk0BKqdh8W4FR2eRTZ5Uoug,0.0
578,/channel/UCbGzoa8xSdjr-B3UdI06yPA,0.0
579,/channel/UCnkytUgy0CtWd06up9CjNxg,0.0002
580,/channel/UCNbUh4ETUOSNq0HMMVjhieQ,0.0
582,/channel/UCnb4EuP3C0dxeika3b-bnXA,0.0
583,/channel/UCY5Xbo2lSFqdDQGZJTXfFZA,0.9993
585,/channel/UC4q2QOe3Ht73lVO-31JnkQQ,0.0001
586,/channel/UCMru5gvumXqykoro-yDwQCw,0.0
588,/channel/UCfdLDnGcRM3okEOtocWNHuQ,0.0
589,/channel/UCRkwhAO2CKNXPcFXAMfn0ng,0.0
590,/channel/UC-sn1taSI0CEWg8n4M7WDMQ,0.0001
594,/channel/UCBdRqVCFEAuJnfnHTW3RMPQ,0.0011
596,/channel/UCfycsfXKilVd-EBL9VC8RGA,0.0001
598,/channel/UCFHUplScMiWTjJrtv4hxWmg,0.0
